ISBN,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-989-749-097-2,A aranha muito ocupada,"O cavalo, a vaca, a ovelha... os animais da quinta bem que tentam convencer a aranha para vir com eles passear, comer ou correr... Ela, porém, está mais ocupada a tecer a sua teia.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=468862&img=44805&res=150&thb=1&pag=1,"Carle, Eric, 1929-2021;Noronha, Ana M., trad.","Matosinho : kalandraka, 2018",Livros para Sonhar,Pré-leitores,087.5(0-5)
978-989-749-101-6,Pé ante pé,"A cauda do pintarroxo, meio pé. O pescoço do flamingo, o bico do tucano... Como uma lagarta com pés pode ser tão útil para medir coisas![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=473260&img=46290&res=150&thb=1&pag=1,"Lionni, Leo, 1910-1999;Alves, Gabriela Rocha, 1959-, trad.","Matosinhos : Kalandraka, 2018",Livros para sonhar,Pré-leitores,087.5(0-5)
978-972-24-1170-7,Todos no sofá,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=474887&img=46977&res=150&thb=1&pag=1,"Soares, Luísa Ducla, 1939-;Leitão, Pedro, 1965-, il.","[Lisboa] : Horizonte, 2001",,Pré-leitores,087.5(0-5)
978-989-749-077-4,Da cabeça até aos pés,"Descobrimos as partes do corpo à medida que nos pomos a imitar os movimentos de alguns animais, desde a foca ao gorila, da girafa ao gato. Desafios divertidos para pré-leitores e primeiros leitores deste livro cartonado.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=454676&img=40713&res=150&thb=1&pag=1,"Carle, Eric, 1929-2021;Noronha, Ana M., trad.","Matosinhos : Kalandraka, 2017",Livros para Sonhar,Pré-leitores,087.5(0-5)
978-989-665-160-2,Outra vez o Elmer,"No Dia do Elmer, o elefantes às cores prega mais uma partida aos seus amigos. Todos acabam por se divertir e descobrir que é sempre bom atrevermo-nos a ser diferente.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=464452&img=43292&res=150&thb=1&pag=1,"McKee, David, 1935-2022;Marques, Bernardo, trad.","Lisboa : Nuvem de Letras, 2017",,Pré-leitores,087.5(0-5)
978-989-8855-42-8,"Hora de deitar, Baltasar!","São horas de ir para a cama, mas o Baltasar não se quer ir deitar. Sempre fugidio e brincalhão, ele esconde-se na copa das árvores, nas poças de lama e na pia da cozinha. O Baltasar até prefere tomar banho, só para não ter de ir dormir! Mas, com toda esta correria, não é que o Baltasar ficou com sono?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=444669&img=36915&res=150&thb=1&pag=1,"Ismail, Yasmeen,","Amadora : Booksmile, 2017",,Leitores iniciais,087.5(0-5)
978-972-53-0589-8,O livro com sono,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=442324&img=36289&res=150&thb=1&pag=1,"Ramadier, Cédric, 1968-;Bourgeau, Vincent, 1967-, il.;Carvalho, Maria, trad.","[S.l.] : Bizâncio, 2017",,,087.5(0-5)
978-989-8831-03-3,Nonô chucha no dedo,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=442309&img=36284&res=150&thb=1&pag=1,"Delacroix, Sibylle","Amadora : Booksmile, 2016",Nonô,Leitores iniciais,087.5(0-5)
978-972-0-70909-7,"Olívia, a ovelha que não queria dormir","A história de Olívia, a ovelha que, na hora de deitar, não tinha sono nenhum.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=443924&img=36688&res=150&thb=1&pag=1,"Almeida, Clementina;Sá, Eduardo, 1962-, pref.;Silva, Ana Camila, il.","Porto : Porto, 2016",,Pré-leitores,087.5(0-5)
978-972-24-1170-7,Todos no sofá,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=436048&img=33948&res=150&thb=1&pag=1,"Soares, Luísa Ducla, 1939-;Leitão, Pedro, 1965-, il.","[Lisboa] : Horizonte, 2001",,Pré-leitores,087.5(0-5)
978-972-47-4965-5,Bebé : cores,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=429094&img=31448&res=150&thb=1&pag=1,"Sirret, Dawn","Alfragide : Texto, 2018",,,087.5(0-5)
978-989-8327-53-6,Tirar & pôr,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=420432&img=28179&res=150&thb=1&pag=1,"Félix, Lucie;Afonso, Maria Cristina Tavares, trad.","Lisboa : Orfeu Negro, 2015",Orfeu mini,Literatura Francesa,087.5(0-5)
978-989-99296-3-0,Será... um rato?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=415753&img=26060&res=150&thb=1&pag=1,"Van Genechten, Guido, 1957-","Lisboa : Rodopio de Letras, 2015",,Fundo de Imagem,087.5(0-5)
978-989-99296-0-9,Será... uma rã?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=415752&img=26062&res=150&thb=1&pag=1,"Van Genechten, Guido, 1957-;Marques, Ana, trad.","Lisboa : Rodopio de Letras, 2015",,Fundo de Imagem,087.5(0-5)
978-989-99296-2-3,Será... um gato?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=415751&img=26061&res=150&thb=1&pag=1,"Van Genechten, Guido, 1957-;Marques, Ana, trad.","Lisboa : Rodopio de Letras, 2015",,Fundo de Imagem,087.5(0-5)
978-989-99296-1-6,Será... um caracol?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=415746&img=26070&res=150&thb=1&pag=1,"Van Genechten, Guido, 1957-","Lisboa : Rodopio de Letras, 2015",,Fundo de Imagem,087.5(0-5)
978-989-98921-0-1,Abrigos,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=407739&img=23783&res=150&thb=1&pag=1,"Carvalho, Adélia, 1969-;Remédio, Maria, 1983-, il.","Porto : Tcharan, 2014",,Pré-leitores,087.5(5-10)
978-989-749-018-7,Números,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=407646&img=26091&res=150&thb=1&pag=1,"Lionni, Leo, 1910-1999","Matosinhos : Kalandraka, 2014",,Fundo de Imagem,087.5(0-5)
978-989-749-017-0,Cores,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=407645&img=23761&res=150&thb=1&pag=1,"Lionni, Leo, 1910-1999","Matosinhos : kalandraka, 2014",,Fundo de Imagem,087.5(0-5)
978-989-8327-36-9,Boa viagem bebé!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=404243&img=26108&res=150&thb=1&pag=1,"Alemagna, Beatrice;Afonso, Maria, 1980-, trad.","Lisboa : Orfeu Negro, 2014",Orfeu Mini,Pré-leitores,087.5(0-5)
978-972-23-4912-3,"Adeus, chucha!",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=418468&img=27321&res=150&thb=1&pag=1,"Geis, Patricia, 1966-;Folch, Sergio, co-autor","Barcarena : Presença, 2013",Bons hábitos,,087.5(0-5)
978-989-6791-26-1,O jogo das luzes,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=386925&img=26004&res=150&thb=1&pag=1,"Tullet, Hervé, 1958-","Lisboa : Edicare, 2012",,,087.5(0-5)
978-972-21-2424-9,O sapo e a pata,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=373790&img=12027&res=150&thb=1&pag=1,"Velthuijs, Max, 1923-2005;Bernardo, Sofia, trad.","Alfragide : Caminho, 2011",,,087.5(5-10)
978-972-21-2425-6,O sapo e o rato,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=373760&img=12004&res=150&thb=1&pag=1,"Velthuijs, Max, 1923-2005;Bernardo, Sofia, trad.","Alfragide : Caminho, 2011",,,087.5(5-10)
978-972-21-2426-3,O sapo e a lebre,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=373792&img=12026&res=150&thb=1&pag=1,,,,,
978-972-21-2141-5,As cores do Elmer,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358037&img=7798&res=150&thb=1&pag=1,"McKee, David, 1935-2022;Oliveira, José, trad.","Alfragide : Caminho, 2010",,Pré-leitores,087.5(0-5)
978-972-21-2142-2,Os amigos do Elmer,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=355339&img=7096&res=150&thb=1&pag=1,"McKee, David, 1935-2022;Oliveira, José, trad.","Alfragide : Caminho, 2010",,Pré-leitores,087.5(0-5)
978-972-21-2119-4,Que delícia! : as minhas histórias infantis preferidas,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=352391&img=26066&res=150&thb=1&pag=1,,,,,
978-972-21-2103-3,A mamã e eu,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=352348&img=5725&res=150&thb=1&pag=1,,,,,
978-972-23-0984-4,Os ovos da Páscoa do Bolinha,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=345924&img=41307&res=150&thb=1&pag=1,"Hill, Eric, 1927-2014","Queluz de Baixo : Presença, 2010",,,087.5(5-10)
978-972-21-2144-6,O dia do Elmer,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358056&img=7797&res=150&thb=1&pag=1,"McKee, David, 1935-2022;Oliveira, José, trad.","Alfragide : Caminho, 2010",,Pré-leitores,087.5(0-5)
978-972-793-092-0,Eu e minha mamã,,,"Ritchie, Alison;Edgson, Alison, il.","Estoril : Minutos de Leitura, 2009",,Estórias sobre as mães,087.5
978-989-23-0633-9,Miffy e o papagaio de papel,,,"Neves, Paula;Bruna, Dick, 1927-2017, co-autor","Alfragide : Asa, 2009",Miffy ; 1,,087.5(0-5)
978-84-96788-29-9,Caracóis,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=341545&img=2224&res=150&thb=1&pag=1,"Quintero, Armando;Letria, André, 1973-, il.","Pontevedra : OQO, 2009",Caracóis,,087.5(0-5)
978-972-793-087-6,"Onde é que vais, senhor Croc?",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=341598&img=25948&res=150&thb=1&pag=1,"Lodge, Jo","Estoril : Minutos de Leitura, [s.d]",,,087.5(0-5)
978-972-21-2085-2,O Sr. Azulão,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=341907&img=2478&res=150&thb=1&pag=1,,,,,
978-972-21-2052-4,O ganso Gastão,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=342026&img=7120&res=150&thb=1&pag=1,,,,,
978-972-21-2053-1,Viva o peixinho!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=342036&img=7073&res=150&thb=1&pag=1,,,,,
978-972-793-083-8,A melhor camisola do mundo,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=327051&img=10662&res=150&thb=1&pag=1,"Bedford, David, 1969-;Pedler, Caroline, 1972-, il.;Fidalgo, Joana, trad.","Estoril : Minutos de Leitura, 2008",,Pré-leitores,087.5(0-5)
978-972-659-367-6,Tal como tu!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=355524&img=8530&res=150&thb=1&pag=1,"Van Genechten, Guido, 1957-","Vila Nova de Gaia : Educação Nacional, 2008",,Pré-leitores,087.5(0-5)
978-972-43-1263-7,"Boa noite, Tico",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=297756&img=2880&res=150&thb=1&pag=1,"Weninger, Brigitte;Yonezu, Yusuke, il.","Porto : Ambar, 2007",Tico,Pré-leitores,087.5(0-5)
978-972-659-339-3,Quem conduz?,,,"Timmers, Leo, 1970-","Porto : Educação Nacional, 2007",,Pré-leitores,087.5(0-5)
978-989-749-189-4,"Urso-Polar, Urso-Polar, o que estás a ouvir?","Álbum, com capa e páginas duras, recheado de excelentes ilustrações, com uma lengalenga de “vozes de animais construída com coerência, pronta a interagir com o leitor/ouvinte. Como livro-objecto, os cantos redondos e o acabamento gráfico tornam esta obra altamente recomendável para a construção do leitor.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=587531&img=81641&res=100&thb=1&pag=1,"Martin Jr., Bill, 1916-2004;Carle, Eric, 1929-2021, il.;Noronha, Ana M., trad.","Matosinhos : Kalandraka, 2024",,Pré-leitores,087.5(0-5)
978-989-9225-07-7,"1,2,3 Quá! : de A a Z","Nesta narrativa quase sem texto, sete patinhos vão desaparecendo, um a um, para desespero da mãe pata (ou pai pato). Felizmente, um grupo de crianças corre em seu auxílio, mas serão os patinhos capazes de não se meter em apuros novamente? Além de promover o contacto com os números e o processo de contagem, este é um livro divertido, repleto de onomatopeias e com um final inesperado, que se mostra especialmente adequado para crianças mais pequenas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=589994&img=81626&res=100&thb=1&pag=1,"Moniz, Madalena, 1985-","Lisboa : Orfeu Negro, 2025",Orfeu Mini,Literatura Portuguesa,087.5(0-5)
978-989-9071-43-8,As coisas que as coisas fazem quando ninguém está a ver,"Quando ninguém está a ver, uma bengala pode disfarçar-se de cabide, transformar-se num bumerangue e, no instante seguinte, sair disparada e ir parar ao mostrador de um relógio. Se olharmos com atenção, uma coisa nunca é só uma coisa, e o que os objetos fazem quando não estamos a ver é um mistério cheio de possibilidades. Com ilustrações de cores vibrantes e ricas em pormenores, este livro-álbum explora o absurdo e o inesperado e oferece múltiplas camadas de leitura que convidam à imaginação, à criatividade e à arte de ver o mundo a partir de outras perspetivas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=586505&img=81642&res=100&thb=1&pag=1,"Miranda, Luís Leal;Celas, Carolina, il.","Lisboa : Orfeu Negro, 2024",Orfeu Mini,Literatura Portuguesa,087.5(5-10)
978-989-9071-76-6,"Boa, mamã pinguim!","Uma aventura cheia de suspense e humor, com muita determinação feminina, para encher de amor mães audazes, tantas vezes cansadas e sempre perfeitas tal como são![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=567175&img=72161&res=100&thb=1&pag=1,"Haughton, Chris, 1978-;Afonso, Maria, 1980-, trad.","Lisboa : Orfeu Negro, 2024",Orfeu mini,Literatura Irlandesa,087.5(0-5)
978-972-24-2113-3,O medo é um bicho mau,"Num discurso de primeira pessoa, a protagonista fala dos seus medos que são bichos maus, da segurança que a mãe e o pai lhe dão, das suas raivas quando está só; toma consciência de que os pode enfrentar “pela mão de quem nos guarda. Um psiquiatra cria um livro que estabelece pontes para superar os medos. A capacidade biblioterápica da obra é evidente, mas não colide com a dimensão estética da ilustração e do discurso ficcional.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=589983&img=81885&res=100&thb=1&pag=1,"Sá, Eduardo, 1962-;Bakhtina, Polina, il.","Lisboa : Livros Horizonte, 2024",,Estórias sobre o medo,087.5(5-10)
978-989-787-484-0,Cheio de sono e bem acordado,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]Com uma estrutura próxima da lengalenga tradicional, a autora pretende divertir a criança antes de o sono chegar. Nota-se uma certa originalidade; preenche o espaço importante pelas marcas afectivas de proximidade com o adulto. O elemento rítmico é nuclear. Como objecto, este livro de capa e folhas cartonadas, cria uma certa apetência para estar junto da cama.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=569265&img=72932&res=100&thb=1&pag=1,"Strasser, Susanne, 1976-;Xavier, Lara, 1971-, trad.","Lisboa : Nuvem de Letras, 2024",,,087.5(0-5)
978-989-9071-83-4,O camaleão que se achava feio,"Era uma vez um camaleão que se achava feio e que vivia muito infeliz. Não gostava dos seus olhos enormes. Não gostava do seu corpo, que mudava de cor a toda a hora. Não gostava das pernas curtas e muito menos daqueles cornichos na sua cabeça imóvel. Desejava ter a elegância da girafa, os belos olhos da gazela ou a longa juba do leão. Determinado a mudar o seu aspecto, certo dia o Camaleão procurou a poderosa feiticeira Sadio...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574559&img=74955&res=100&thb=1&pag=1,"Mbodj, Souleymane, 1955-;Attiogbé, Magali, 1980-, il.;Furtado, Ariana Helena, trad.","Lisboa : Orfeu Negro, 2024",Orfeu mini,Estórias sobre autoestima,087.5(5-10)
